Course ID,Dept Cd,Major Disproportionate Impact,URM Disproportionate Impact,First Gen Disproportionate Impact, Gender Disproportionate Impact,Transfer Disproportionate Impact,N,N Qtrs w/Enrollment,Count of DFW Grades,% DFW,Avg. End Waitlist Count/Qtr,Avg. N Students Affected/Offering,N Courses Blocked ,Max. Complexity,Impact Index 
MATH18,SIO,,Y,Y,,,42,9,5,12%,11,12,0.0,2.0,50
MATH18,SPH,,Y,Y,,,23,9,2,9%,11,11,0.0,2.0,49
MATH18,UNAF,,Y,Y,,,373,9,44,12%,11,16,,,49
MATH18,VIS,,Y,Y,,,41,8,2,5%,11,11,,,48
MATH180A,BIOL,,Y,Y,,,39,9,1,3%,4,4,,,8
MATH180A,COGS,Y,Y,Y,,Y,635,9,107,17%,4,16,,,9
MATH180A,CSE,,Y,Y,,,62,9,2,3%,4,4,,,8
MATH180A,DSC,,Y,Y,,Y,185,9,17,9%,4,6,,,8
MATH180A,ECON,,Y,Y,,,159,9,7,4%,4,5,,,8
MATH180A,MATH,,Y,Y,,Y,1552,9,195,13%,4,26,4.0,10.0,36
MATH180A,PHYS,,Y,Y,,,41,9,3,7%,4,4,,,8
MATH180A,SIO,,Y,Y,,,20,7,3,15%,4,4,,,8
MATH180B,CSE,,Y,,,,27,6,0,0%,0,0,,,2
MATH180B,DSC,,Y,,,,36,6,0,0%,0,0,,,2
MATH180B,ECON,,Y,,,,40,6,3,8%,0,1,,,2
MATH180B,MATH,,Y,,,,590,6,72,12%,0,12,1.0,7.0,16
MATH180C,DSC,,,,,,20,6,0,0%,0,0,,,0
MATH180C,ECON,,,,,,21,5,2,10%,0,0,,,0
MATH180C,MATH,,,,,,351,6,23,7%,0,4,0.0,6.0,4
MATH181A,COGS,,Y,,,,37,6,3,8%,8,9,,,6
MATH181A,CSE,,Y,,,,43,6,3,7%,8,9,,,6
MATH181A,DSC,,Y,,,,113,6,13,12%,8,10,,,6
MATH181A,ECON,,Y,,,,63,6,6,10%,8,9,,,6
MATH181A,MATH,,Y,,,,656,6,70,11%,8,20,1.0,7.0,27
MATH181B,CSE,,,,,,20,6,2,10%,0,0,,,0
MATH181B,DSC,,,,,,38,6,3,8%,0,1,,,0
MATH181B,ECON,,,,,,32,6,1,3%,0,0,,,0
MATH181B,MATH,,,,,Y,401,6,47,12%,0,8,0.0,6.0,8
MATH181E,MATH,,,,,,29,1,1,3%,0,1,,,1
MATH182,MATH,,,,,,60,2,10,17%,0,5,,,3
MATH183,BIOL,,Y,Y,,,31,9,1,3%,6,6,,,5
MATH183,COGS,,Y,Y,,,67,9,4,6%,6,6,,,5
MATH183,CSE,,Y,Y,,,851,9,62,7%,6,13,,,6
MATH183,DSC,,Y,Y,,Y,419,9,29,7%,6,9,6.0,13.0,18
MATH183,MATH,,Y,Y,,,752,9,90,12%,6,16,0.0,4.0,12
MATH183,PHYS,,Y,Y,,,21,8,0,0%,6,6,,,5
MATH184,CSE,,Y,Y,,,23,7,0,0%,3,3,,,1
MATH184,ECON,,Y,Y,,,30,8,4,13%,3,4,,,1
MATH184,MATH,,Y,Y,,,839,9,159,19%,3,21,,,3
MATH185,ECON,,,,,,41,4,5,12%,0,1,,,0
MATH185,MATH,,,,,,245,4,22,9%,0,6,,,1
MATH186,BENG,,,,,,70,3,2,3%,0,1,0.0,4.0,1
MATH186,BIOL,,,,,,189,3,18,10%,0,6,0.0,4.0,8
MATH186,CSE,,,,,,23,3,0,0%,0,0,0.0,4.0,0
MATH187A,COGS,,,,,,21,7,0,0%,8,8,,,1
MATH187A,CSE,,,,,,92,8,1,1%,8,8,,,1
MATH187A,DSC,,,,,,45,8,1,2%,8,8,,,1
MATH187A,ECE,,,,,,106,8,7,7%,8,9,,,1
MATH187A,ECON,,,,,,161,8,2,1%,8,8,,,1
MATH187A,MAE,,,,,,87,8,3,3%,8,8,,,1
MATH187A,MATH,,,,,,1049,8,30,3%,8,12,,,1
MATH187B,MATH,,,,,,81,2,2,2%,6,7,,,4
MATH188,MATH,,,,,,38,3,10,26%,0,3,,,1
MATH189,BIOL,,,,,,25,6,0,0%,20,20,,,3
MATH189,COGS,,,,,,90,6,0,0%,20,20,,,3
MATH189,CSE,,,,,,60,6,0,0%,20,20,,,3
MATH189,DSC,,,,,,582,6,5,1%,20,21,2.0,10.0,35
MATH189,ECE,,,,,,30,6,0,0%,20,20,,,3
MATH189,ECON,,,,,,177,6,1,1%,20,20,,,3
MATH189,MATH,,,,,,568,6,3,1%,20,21,,,3
MATH190A,MATH,,,,,,58,3,5,9%,0,2,,,1
MATH194,ECON,,,,,,84,3,5,6%,1,3,,,1
MATH194,MATH,,,,,,200,3,13,7%,1,5,,,2
MATH196,ECON,,,,,,41,6,2,5%,2,2,,,0
MATH196,MATH,,,,,,147,6,2,1%,2,2,,,0
MATH197,MATH,,,,,,39,9,1,3%,0,0,,,0
MATH199,MATH,,,,,,177,9,1,1%,0,0,,,0
MATH199H,MATH,,,,,,70,9,1,1%,0,0,,,0
MATH2,BIOL,,,,,,204,7,66,32%,19,28,,,4
MATH2,CHEM,,,,,,54,7,19,35%,19,22,,,3
MATH2,COGS,,,,,,34,7,12,35%,19,21,,,3
MATH2,CSE,,,,,,21,6,2,10%,19,19,,,3
MATH2,ECE,,,,,,20,7,9,45%,19,20,,,3
MATH2,ECON,,,,,,62,7,21,34%,19,22,,,3
MATH2,INTL,,,,,,50,7,14,28%,19,21,,,3
MATH2,PSYC,,,,,,180,7,56,31%,19,27,,,4
MATH2,SE,,,,,,20,7,8,40%,19,20,,,3
MATH2,SIO,,,,,,27,7,9,33%,19,20,,,3
MATH2,SPH,,,,,,30,7,10,33%,19,20,,,3
MATH2,UNAF,,,,,,48,7,13,27%,19,21,,,3
MATH20A,BENG,,Y,Y,,,90,9,4,4%,4,4,33.0,43.0,42
MATH20A,BIOL,,Y,Y,,,253,9,19,8%,4,6,15.0,21.0,35
MATH20A,CENG,,Y,Y,,,118,9,14,12%,4,6,25.0,34.0,41
MATH20A,CHEM,,Y,Y,,,215,9,19,9%,4,6,27.0,33.0,43
MATH20A,COGS,,Y,Y,,Y,249,9,36,14%,4,8,,,21
MATH20A,CSE,,Y,Y,,,300,9,36,12%,4,8,13.0,19.0,37
MATH20A,DSC,,Y,Y,,,182,9,12,7%,4,5,16.0,25.0,35
MATH20A,ECE,,Y,Y,,,264,9,33,13%,4,8,25.0,33.0,49
MATH20A,ECON,,Y,Y,,,365,9,39,11%,4,8,10.0,16.0,35
MATH20A,ESYS,,Y,Y,,,52,9,6,12%,4,5,20.0,26.0,34
MATH20A,INTL,,Y,Y,,,38,9,7,18%,4,5,,,21
MATH20A,MAE,,Y,Y,,,345,9,32,9%,4,8,31.0,40.0,54
MATH20A,MATH,,Y,Y,,,487,9,55,11%,4,10,11.0,17.0,39
MATH20A,NENG,,Y,Y,,,45,9,4,9%,4,4,22.0,30.0,35
MATH20A,PHYS,,Y,Y,,,100,9,9,9%,4,5,25.0,34.0,39
MATH20A,POLI,,Y,Y,,,20,9,6,30%,4,5,,,21
MATH20A,PSYC,,Y,Y,,,62,8,10,16%,4,5,,,21
MATH20A,SE,,Y,Y,,,225,9,35,16%,4,8,24.0,32.0,48
MATH20A,SIO,,Y,Y,,,69,9,13,19%,4,5,16.0,21.0,33
MATH20A,UNAF,,Y,Y,,,378,9,44,12%,4,9,,,21
MATH20B,BENG,,Y,Y,,,149,9,17,11%,2,4,26.0,36.0,68
MATH20B,BIOL,,Y,Y,,,414,9,30,7%,2,5,5.0,9.0,58
MATH20B,CENG,,Y,Y,,,198,9,24,12%,2,5,18.0,27.0,66
MATH20B,CHEM,,Y,Y,,,353,9,47,13%,2,7,9.0,15.0,64
MATH20B,COGS,Y,Y,Y,,Y,552,9,108,20%,2,14,,,54
MATH20B,CSE,,Y,Y,,,423,9,61,14%,2,9,10.0,15.0,67
MATH20B,DSC,,Y,Y,,,288,9,30,10%,2,5,14.0,23.0,66
MATH20B,ECE,,Y,Y,,,368,9,56,15%,2,8,23.0,31.0,81
MATH20B,ECON,,Y,Y,,,552,9,58,11%,2,8,9.0,15.0,66
MATH20B,ESYS,,Y,Y,,,68,9,11,16%,2,3,10.0,16.0,58
MATH20B,INTL,,Y,Y,,,46,9,3,7%,2,2,,,53
MATH20B,MAE,,Y,Y,,,530,9,78,15%,2,11,28.0,37.0,96
MATH20B,MATH,,Y,Y,,Y,865,9,129,15%,2,16,9.0,15.0,79
MATH20B,NENG,,Y,Y,,,64,9,8,13%,2,3,12.0,20.0,59
MATH20B,PHYS,,Y,Y,,,158,9,17,11%,2,4,20.0,29.0,65
MATH20B,POLI,,Y,Y,,,26,8,3,12%,2,2,,,53
MATH20B,PSYC,,Y,Y,,Y,135,9,27,20%,2,5,,,53
MATH20B,SE,,Y,Y,,,296,9,45,15%,2,7,20.0,28.0,74
MATH20B,SIO,,Y,Y,,,84,9,16,19%,2,4,9.0,14.0,58
MATH20B,SPH,,Y,Y,,,26,9,5,19%,2,3,3.0,7.0,54
MATH20B,UNAF,,Y,Y,,,485,9,63,13%,2,9,,,53
MATH20B,VIS,,Y,Y,,,26,8,6,23%,2,3,,,53
MATH20C,BENG,,Y,Y,,,211,9,9,4%,2,3,21.0,31.0,69
MATH20C,BIOL,,Y,Y,,Y,427,9,56,13%,2,8,3.0,7.0,65
MATH20C,CENG,,Y,Y,,,262,9,21,8%,2,4,15.0,24.0,70
MATH20C,CHEM,,Y,Y,,Y,526,9,81,15%,2,11,7.0,13.0,74
MATH20C,COGS,Y,Y,Y,,Y,565,9,101,18%,2,13,,,60
MATH20C,CSE,,Y,Y,,,701,9,67,10%,2,9,3.0,8.0,67
MATH20C,DSC,,Y,Y,,,450,9,33,7%,2,6,13.0,22.0,72
MATH20C,ECE,,Y,Y,,,483,9,49,10%,2,7,15.0,23.0,77
MATH20C,ECON,,Y,Y,,Y,1107,9,164,15%,2,20,8.0,14.0,90
MATH20C,ESYS,,Y,Y,,,83,9,17,20%,2,4,3.0,8.0,62
MATH20C,INTL,,Y,Y,,,124,9,23,19%,2,5,,,59
MATH20C,MAE,,Y,Y,,,684,9,81,12%,2,11,22.0,31.0,96
MATH20C,MATH,,Y,Y,,Y,1232,9,109,9%,2,14,8.0,14.0,80
MATH20C,NENG,,Y,Y,,,87,9,12,14%,2,3,9.0,17.0,65
MATH20C,PHYS,,Y,Y,,,212,9,17,8%,2,4,18.0,27.0,70
MATH20C,POLI,,Y,Y,,,27,8,3,11%,2,2,,,59
MATH20C,PSYC,,Y,Y,,,86,9,9,10%,2,3,,,59
MATH20C,SE,Y,Y,Y,,,322,9,63,20%,2,9,17.0,25.0,83
MATH20C,SIO,,Y,Y,,Y,117,9,19,16%,2,4,6.0,11.0,63
MATH20C,SPH,,Y,Y,,,21,7,3,14%,2,2,0.0,3.0,59
MATH20C,UNAF,,Y,Y,,,482,9,52,11%,2,8,,,59
MATH20C,VIS,,Y,Y,,,20,9,2,10%,2,2,,,59
MATH20D,BENG,,Y,Y,,,273,9,14,5%,3,5,15.0,25.0,37
MATH20D,BIOL,,Y,Y,,,76,9,6,8%,3,4,,,24
MATH20D,CENG,,Y,Y,,,243,9,17,7%,3,5,10.0,19.0,34
MATH20D,CHEM,Y,Y,Y,,,342,9,60,18%,3,10,3.0,9.0,34
MATH20D,COGS,,Y,Y,,,80,9,13,16%,3,4,,,24
MATH20D,CSE,,Y,Y,,,113,9,4,4%,3,3,1.0,6.0,26
MATH20D,DSC,,Y,Y,,,72,9,4,6%,3,3,,,24
MATH20D,ECE,,Y,Y,,,549,9,53,10%,3,9,8.0,15.0,39
MATH20D,ECON,,Y,Y,,,299,9,20,7%,3,5,0.0,4.0,26
MATH20D,ESYS,,Y,Y,,Y,45,9,7,16%,3,4,0.0,4.0,26
MATH20D,MAE,,Y,Y,,,705,9,100,14%,3,14,15.0,24.0,62
MATH20D,MATH,,Y,Y,,,1524,9,165,11%,3,21,2.0,8.0,43
MATH20D,NENG,,Y,Y,,,92,9,5,5%,3,4,6.0,14.0,29
MATH20D,PHYS,,Y,Y,,,183,9,11,6%,3,4,10.0,18.0,32
MATH20D,SE,Y,Y,Y,,,347,9,57,16%,3,9,10.0,18.0,43
MATH20D,SIO,,Y,Y,,,45,9,9,20%,3,4,0.0,4.0,26
MATH20D,UNAF,,Y,Y,,,169,9,15,9%,3,5,,,24
MATH20E,BENG,,Y,Y,,Y,374,9,32,9%,2,6,10.0,20.0,23
MATH20E,BIOL,,Y,Y,,,45,9,6,13%,2,3,,,10
MATH20E,CENG,,Y,Y,,,292,9,22,8%,2,4,9.0,18.0,19
MATH20E,CHEM,,Y,Y,,,40,9,4,10%,2,2,,,10
MATH20E,COGS,Y,Y,Y,,,522,9,75,14%,2,10,,,11
MATH20E,CSE,,Y,Y,,,63,9,1,2%,2,2,,,10
MATH20E,DSC,,Y,Y,,,63,9,3,5%,2,2,,,10
MATH20E,ECE,,Y,Y,,,430,9,39,9%,2,6,8.0,16.0,21
MATH20E,ECON,,Y,Y,,,80,9,5,6%,2,3,,,10
MATH20E,MAE,,Y,Y,,,793,9,63,8%,2,9,11.0,20.0,30
MATH20E,MATH,,Y,Y,,,1671,9,167,10%,2,21,0.0,4.0,19
MATH20E,NENG,,Y,Y,,,106,9,10,9%,2,3,0.0,4.0,12
MATH20E,PHYS,,Y,Y,,,212,9,16,8%,2,4,11.0,20.0,19
MATH20E,SE,,Y,Y,,,373,9,40,11%,2,6,2.0,8.0,16
MATH20E,SIO,,Y,Y,,,34,9,7,21%,2,3,0.0,4.0,11
MATH20E,UNAF,,Y,Y,,,57,9,4,7%,2,2,,,10
MATH240A,MATH,,,,,,21,3,1,5%,0,0,,,0
MATH280A,MATH,,,,,,20,3,0,0%,0,0,,,0
MATH31AH,CSE,,,,,,23,3,1,4%,0,0,,,0
MATH31AH,MATH,,,,,,96,3,1,1%,0,0,,,0
MATH31BH,MATH,,,,,,70,3,4,6%,0,1,,,0
MATH31CH,MATH,,,,,,65,3,1,2%,0,0,,,0
MATH3C,ANTH,,Y,,,,27,9,4,15%,6,6,,,1
MATH3C,BIOL,,Y,,,,917,9,140,15%,6,22,,,3
MATH3C,CENG,,Y,,,,29,8,4,14%,6,7,,,1
MATH3C,CHEM,,Y,,,,201,9,31,15%,6,9,,,1
MATH3C,COGS,,Y,,,,192,9,30,16%,6,9,,,1
MATH3C,COMM,,Y,,,,21,7,3,14%,6,6,,,1
MATH3C,CSE,,Y,,,,94,9,9,10%,6,7,,,1
MATH3C,DSC,,Y,,,,22,7,4,18%,6,7,,,1
MATH3C,ECE,Y,Y,,,,68,9,19,28%,6,8,,,1
MATH3C,ECON,,Y,,,,303,9,52,17%,6,12,,,2
MATH3C,EDS,,Y,,,,21,8,5,24%,6,7,,,1
MATH3C,ESYS,,Y,,,,57,9,9,16%,6,7,,,1
MATH3C,GLBH,,Y,,,,33,7,1,3%,6,6,,,1
MATH3C,HDS,,Y,,,,54,7,2,4%,6,6,,,1
MATH3C,INTL,,Y,,,,226,9,31,14%,6,9,,,1
MATH3C,LIT,,Y,,,,35,9,7,20%,6,7,,,1
MATH3C,MAE,,Y,,,,69,9,9,13%,6,7,,,1
MATH3C,MATH,,Y,,,,85,8,13,15%,6,8,,,1
MATH3C,PHYS,,Y,,,,31,6,7,23%,6,7,,,1
MATH3C,POLI,,Y,,,,71,9,10,14%,6,7,,,1
MATH3C,PSYC,,Y,,,,723,9,117,16%,6,19,,,2
MATH3C,SE,,Y,,,,89,9,16,18%,6,8,,,1
MATH3C,SIO,,Y,,,,128,8,21,16%,6,9,,,1
MATH3C,SOC,,Y,,,,32,9,10,31%,6,7,,,1
MATH3C,SPH,,Y,,,,107,9,22,21%,6,8,,,1
MATH3C,UNAF,,Y,,,,228,9,43,19%,6,11,,,1
MATH3C,USP,,Y,,,,41,8,5,12%,6,7,,,1
MATH3C,VIS,,Y,,,,41,7,7,17%,6,7,,,1
MATH4C,BENG,,,,,,21,4,0,0%,0,0,,,0
MATH4C,BIOL,,,,,,88,6,3,3%,0,1,,,0
MATH4C,CENG,,,,,,32,6,2,6%,0,0,,,0
MATH4C,CHEM,,,,,,54,6,5,9%,0,1,,,0
MATH4C,COGS,,,,,,40,7,2,5%,0,0,,,0
MATH4C,CSE,,,,,,124,7,3,2%,0,0,,,0
MATH4C,DSC,,,,,,61,6,1,2%,0,0,,,0
MATH4C,ECE,,,,,,93,7,6,6%,0,1,,,0
MATH4C,ECON,,,,,,84,6,3,4%,0,1,,,0
MATH4C,ESYS,,,,,,24,6,2,8%,0,0,,,0
MATH4C,MAE,,,,,,121,6,2,2%,0,0,,,0
MATH4C,MATH,,,,,,141,7,3,2%,0,0,,,0
MATH4C,NENG,,,,,,20,4,3,15%,0,1,,,0
MATH4C,PHYS,,,,,,29,6,0,0%,0,0,,,0
MATH4C,SE,,,,,,116,7,1,1%,0,0,,,0
MATH4C,UNAF,,,,,,150,7,8,5%,0,1,,,0
MATH87,MATH,,,,,,42,6,0,0%,1,1,,,0
MATH95,EDS,Y,,,,,22,6,6,27%,1,2,,,0
MATH95,MATH,,,,,,100,6,2,2%,1,1,,,0
MATH96,MATH,,,,,,38,3,2,5%,12,13,,,4
MCWP125,BIOL,,,,,,128,9,4,3%,4,4,,,0
MCWP125,CHEM,,,,,,36,9,4,11%,4,4,,,0
MCWP125,COGS,,,,,,37,9,1,3%,4,4,,,0
MCWP125,COMM,,,,,,35,9,1,3%,4,4,,,0
MCWP125,CSE,,,,,,29,9,3,10%,4,4,,,0
MCWP125,ECON,,,,,,83,9,10,12%,4,5,,,1
MCWP125,INTL,,,,,,44,9,7,16%,4,5,,,1
MCWP125,MATH,,,,,,34,9,5,15%,4,5,,,1
MCWP125,POLI,,,,,,48,8,6,13%,4,5,,,1
MCWP125,PSYC,,,,,,122,9,13,11%,4,5,,,1
MCWP125,SOC,,,,,,45,9,8,18%,4,5,,,1
MCWP125,SPH,,,,,,24,8,1,4%,4,4,,,1
MCWP125,VIS,,,,,,20,8,3,15%,4,4,,,1
MCWP40,BENG,,,,,,39,8,2,5%,23,23,,,3
MCWP40,BIOL,,,,,,584,9,21,4%,23,25,,,3
MCWP40,CENG,,,,,,32,6,2,6%,23,23,,,4
MCWP40,CHEM,,,,,,168,9,10,6%,23,24,,,3
MCWP40,COGS,,,,,,157,9,9,6%,23,24,,,3
MCWP40,COMM,,,,,,45,7,3,7%,23,23,,,3
MCWP40,CSE,,,,,,178,9,5,3%,23,24,,,3
MCWP40,DSC,,,,,,61,9,0,0%,23,23,,,3
MCWP40,ECE,,,,,,75,9,1,1%,23,23,,,3
MCWP40,ECON,,,,,,193,9,11,6%,23,24,,,3
MCWP40,ESYS,,,,,,41,8,0,0%,23,23,,,3
MCWP40,GLBH,,,,,,22,8,0,0%,23,23,,,3
MCWP40,HDS,,,,,,25,8,2,8%,23,23,,,3
MCWP40,INTL,,,,,,97,9,5,5%,23,24,,,3
MCWP40,LING,,,,,,28,7,3,11%,23,23,,,3
MCWP40,LIT,,,,,,31,8,0,0%,23,23,,,3
MCWP40,MAE,,,,,,73,9,3,4%,23,23,,,3
MCWP40,MATH,,,,,,204,9,12,6%,23,24,,,3
MCWP40,PHYS,,,,,,26,8,1,4%,23,23,,,3
MCWP40,POLI,,,,,,97,9,6,6%,23,24,,,3
MCWP40,PSYC,,,,,,315,9,13,4%,23,24,,,3
MCWP40,SE,,,,,,48,9,3,6%,23,23,,,3
MCWP40,SIO,,,,,,66,9,8,12%,23,24,,,3
MCWP40,SOC,,,,,,38,8,3,8%,23,23,,,3
MCWP40,SPH,,,,,,63,9,1,2%,23,23,,,3
MCWP40,UNAF,,,,,,129,9,10,8%,23,24,,,3
MCWP40,USP,,,,,,29,8,1,3%,23,23,,,3
MCWP40,VIS,,,,,,52,9,5,10%,23,24,,,3
MCWP50,BENG,,,,,,52,9,4,8%,19,19,,,2
MCWP50,BIOL,,,,,,561,9,30,5%,19,22,,,2
MCWP50,CENG,,,,,,29,8,0,0%,19,19,,,2
MCWP50,CHEM,,,,,,162,9,14,9%,19,21,,,2
MCWP50,COGS,,,,,,197,9,15,8%,19,21,,,2
MCWP50,COMM,,,,,,53,9,2,4%,19,19,,,2
MCWP50,CSE,,,,,,176,9,9,5%,19,20,,,2
MCWP50,DSC,,,,,,66,9,4,6%,19,19,,,2
MCWP50,ECE,,,,,,83,9,4,5%,19,19,,,2
MCWP50,ECON,,,,,,211,9,17,8%,19,21,,,2
MCWP50,ESYS,,,,,,48,8,5,10%,19,20,,,2
MCWP50,GLBH,,,,,,31,9,2,6%,19,19,,,2
MCWP50,HDS,,,,,,22,7,1,5%,19,19,,,3
MCWP50,INTL,,,,,,122,9,14,11%,19,21,,,2
MCWP50,LING,,,,,,25,8,3,12%,19,19,,,2
MCWP50,LIT,,,,,,33,9,6,18%,19,20,,,2
MCWP50,MAE,,,,,,70,8,4,6%,19,20,,,2
MCWP50,MATH,,,,,,229,9,16,7%,19,21,,,2
MCWP50,PHYS,,,,,,22,6,1,5%,19,19,,,3
MCWP50,POLI,,,,,,103,9,7,7%,19,20,,,2
MCWP50,PSYC,,,,,,364,9,20,5%,19,21,,,2
MCWP50,SE,,,,,,42,9,5,12%,19,20,,,2
MCWP50,SIO,,,,,,70,9,3,4%,19,19,,,2
MCWP50,SOC,,,,,,46,9,4,9%,19,19,,,2
MCWP50,SPH,,,,,,85,9,1,1%,19,19,,,2
MCWP50,UNAF,,,,,,49,8,3,6%,19,19,,,2
MCWP50,USP,,,,,,33,9,2,6%,19,19,,,2
MCWP50,VIS,,,,,,63,9,4,6%,19,19,,,2
MGT100,DSC,,,,,,21,6,0,0%,6,6,,,1
MGT100,ECON,,,,,,802,6,7,1%,6,7,0.0,6.0,7
MGT100,MATH,,,,,,22,6,0,0%,6,6,,,1
MGT102,INTL,,,,,,25,1,2,8%,1,3,,,3
MGT103,No major,,,,,,64,9,5,8%,5,6,,,1
MGT103,BENG,,,,,,20,7,2,10%,5,5,,,1
MGT103,BIOL,,,,,,178,9,4,2%,5,5,,,1
MGT103,CHEM,,,,,,28,9,0,0%,5,5,,,1
MGT103,COGS,,,,,,240,9,14,6%,5,7,,,1
MGT103,COMM,,,,,,237,9,21,9%,5,7,,,1
MGT103,CSE,,,,,,326,9,14,4%,5,7,,,1
MGT103,DSC,,,,,,312,9,16,5%,5,7,,,1
MGT103,ECE,,,,,,146,9,9,6%,5,6,,,1
MGT103,ECON,,,,,,873,9,68,8%,5,13,,,1
MGT103,GLBH,,,,,,26,9,0,0%,5,5,,,1
MGT103,INTL,Y,,,,Y,1103,9,117,11%,5,18,1.0,3.0,6
MGT103,MAE,,,,,,38,9,1,3%,5,5,,,1
MGT103,MATH,,,,,,164,9,10,6%,5,6,,,1
MGT103,POLI,,,,,,95,9,8,8%,5,6,,,1
MGT103,PSYC,,,,,,546,9,37,7%,5,9,,,1
MGT103,SOC,,,,,,51,9,5,10%,5,6,,,1
MGT103,SPH,,,,,,26,9,0,0%,5,5,,,1
MGT103,USP,,,,,,66,9,4,6%,5,5,,,1
MGT103,VIS,,,,,,69,9,5,7%,5,6,,,1
MGT105,COGS,,,,,,26,5,0,0%,6,6,,,1
MGT105,COMM,,,,,,49,5,0,0%,6,6,,,1
MGT105,ECON,,,,,,37,5,2,5%,6,6,,,1
MGT105,INTL,,,,,,243,5,8,3%,6,8,,,2
MGT105,PSYC,,,,,,86,5,0,0%,6,6,,,1
MGT106,COGS,,,,,,24,7,0,0%,3,3,,,0
MGT106,COMM,,,,,,63,7,10,16%,3,4,,,1
MGT106,ECON,,,,,,83,7,14,17%,3,5,,,1
MGT106,INTL,,,,,,224,7,38,17%,3,8,,,1
MGT106,PSYC,,,,,Y,106,7,19,18%,3,6,,,1
MGT107,COGS,,,,,,24,3,0,0%,13,13,,,4
MGT107,COMM,,,,,,67,3,2,3%,13,14,,,5
MGT107,ECON,,,,,,52,3,2,4%,13,14,,,5
MGT107,INTL,,,,,,188,3,4,2%,13,14,,,5
MGT107,PSYC,,,,,,113,3,0,0%,13,13,,,4
MGT108R,COGS,,,,,,30,3,0,0%,14,14,,,5
MGT108R,COMM,,,,,,59,3,0,0%,14,14,,,5
MGT108R,ECON,,,,,,180,3,1,1%,14,14,,,5
MGT108R,INTL,,,,,,120,3,2,2%,14,15,,,5
MGT108R,MATH,,,,,,25,3,0,0%,14,14,,,5
MGT108R,PSYC,,,,,,74,3,2,3%,14,15,,,5
MGT109,COMM,,,,,,61,3,2,3%,8,9,,,3
MGT109,ECON,,,,,,35,3,1,3%,8,8,,,3
MGT109,INTL,,,,,,79,3,7,9%,8,10,,,3
MGT109,PSYC,,,,,,38,3,2,5%,8,9,,,3
MGT112,No major,,,,,,33,8,3,9%,1,1,,,0
MGT112,BIOL,,,,,,97,9,0,0%,1,1,,,0
MGT112,COGS,,,,,,70,9,2,3%,1,1,,,0
MGT112,COMM,,,,,,46,8,0,0%,1,1,,,0
MGT112,CSE,,,,,,62,9,0,0%,1,1,,,0
MGT112,DSC,,,,,,43,9,0,0%,1,1,,,0
MGT112,ECON,,,,,,129,9,3,2%,1,1,,,0
MGT112,INTL,,,,,,1006,9,36,4%,1,5,0.0,3.0,2
MGT112,MATH,,,,,,51,9,0,0%,1,1,,,0
MGT112,POLI,,,,,,38,9,0,0%,1,1,,,0
MGT112,PSYC,,,,,,67,9,0,0%,1,1,,,0
MGT112,USP,,,,,,29,8,0,0%,1,1,,,0
MGT119,BIOL,,,,,,31,6,0,0%,5,5,,,1
MGT119,COMM,,,,,,33,5,2,6%,5,5,,,1
MGT119,ECE,,,,,,20,5,0,0%,5,5,,,1
MGT119,ECON,,,,,,184,6,8,4%,5,6,,,1
MGT119,INTL,,,,,,119,6,5,4%,5,6,,,1
MGT119,PSYC,,,,,,46,6,1,2%,5,5,,,1
MGT12,BIOL,,,,,,213,9,6,3%,9,10,,,1
MGT12,CHEM,,,,,,40,8,0,0%,9,9,,,1
MGT12,COGS,,,,,,126,9,2,2%,9,9,,,1
MGT12,COMM,,,,,,51,9,1,2%,9,9,,,1
MGT12,CSE,,,,,,86,9,1,1%,9,9,,,1
MGT12,DSC,,,,,,51,9,1,2%,9,9,,,1
MGT12,ECE,,,,,,37,9,1,3%,9,9,,,1
MGT12,ECON,,,,,,469,9,11,2%,9,10,,,1
MGT12,INTL,,,,,,168,9,10,6%,9,10,,,1
MGT12,MAE,,,,,,34,8,0,0%,9,9,,,1
MGT12,MATH,,,,,,171,9,4,2%,9,9,,,1
MGT12,POLI,,,,,,69,9,1,1%,9,9,,,1
MGT12,PSYC,,,,,,186,9,8,4%,9,10,,,1
MGT12,SE,,,,,,27,6,4,15%,9,10,,,2
MGT12,SOC,,,,,,35,9,1,3%,9,9,,,1
MGT12,SPH,,,,,,34,9,1,3%,9,9,,,1
MGT12,UNAF,,,,,,28,9,0,0%,9,9,,,1
MGT12,USP,,,,,,44,9,2,5%,9,9,,,1
MGT12,VIS,,,,,,23,9,2,9%,9,9,,,1
MGT121A,COGS,,,,,,23,7,0,0%,2,2,,,0
MGT121A,COMM,,,,,,31,7,1,3%,2,2,,,0
MGT121A,CSE,,,,,,41,7,1,2%,2,2,,,0
MGT121A,ECON,,,,,,91,7,0,0%,2,2,,,0
MGT121A,INTL,,,,,,217,7,4,2%,2,3,,,0
MGT121A,MATH,,,,,,21,5,1,5%,2,2,,,0
MGT121A,PSYC,,,,,,61,7,0,0%,2,2,,,0
MGT121B,ECON,,,,,,31,3,0,0%,0,0,,,0
MGT121B,INTL,,,,,,43,3,2,5%,0,1,,,0
MGT127,CSE,,,,,,26,2,0,0%,0,0,,,0
MGT127,ECON,,,,,,29,2,1,3%,0,1,,,0
MGT127,INTL,,,,,,41,2,1,2%,0,1,,,0
MGT127R,ECON,,,,,,38,1,0,0%,0,0,,,0
